transaction_id,customer_id,timestamp,amount,currency,channel,merchant_category,country,device_id,is_new_beneficiary,label,typology,home_country,age,tenure_months,account_type
T0014586,C00242,04:28.9,1166.21,INR,UPI,fuel,IN,D6045,0,0,none,IN,24,224,savings
T0014587,C00242,43:55.3,445.51,INR,CARD_POS,fuel,IN,D6045,0,0,none,IN,24,224,savings
T0014588,C00242,00:04.3,4021.46,INR,UPI,utilities,IN,D6045,0,0,none,IN,24,224,savings
T0014589,C00242,18:42.0,2318.54,INR,UPI,p2p_transfer,IN,D6045,0,0,none,IN,24,224,savings
T0014590,C00242,06:10.8,192.98,INR,UPI,food_delivery,AE,D6045,0,0,none,IN,24,224,savings
T0014591,C00242,35:36.0,3573.23,INR,UPI,cash,IN,D6045,0,0,none,IN,24,224,savings
T0014592,C00242,45:50.9,1117.61,INR,UPI,fuel,IN,D6045,0,0,none,IN,24,224,savings
T0014593,C00242,44:16.3,4337.71,INR,CARD_POS,mobile_recharge,IN,D6045,0,0,none,IN,24,224,savings
T0014594,C00242,36:32.6,1220.39,INR,UPI,p2p_transfer,IN,D5826,0,0,none,IN,24,224,savings
T0014595,C00242,33:29.2,180.75,INR,UPI,kirana,IN,D6045,0,0,none,IN,24,224,savings
T0014596,C00242,59:58.8,338.05,INR,CARD_POS,p2p_transfer,IN,D6045,1,0,none,IN,24,224,savings
T0014597,C00242,56:06.5,557.62,INR,UPI,cash,SG,D6045,0,0,none,IN,24,224,savings
T0014598,C00242,01:06.7,574.88,INR,UPI,cash,IN,D1418,0,0,none,IN,24,224,savings
T0014599,C00242,17:18.0,1052.43,INR,CARD_POS,gaming,IN,D6045,0,0,none,IN,24,224,savings
T0014600,C00242,32:26.1,775.09,INR,CARD_POS,food_delivery,IN,D6045,0,0,none,IN,24,224,savings
T0014601,C00242,42:54.0,1671.24,INR,IMPS,mobile_recharge,IN,D5919,0,0,none,IN,24,224,savings
T0014602,C00242,28:44.2,50376.96,INR,ATM,cash,IN,D6045,0,0,none,IN,24,224,savings
T0014603,C00242,30:13.2,1428.83,INR,UPI,electronics,IN,D6045,0,0,none,IN,24,224,savings
T0014604,C00242,14:10.6,400.38,INR,CARD_ONLINE,restaurant,IN,D6045,0,0,none,IN,24,224,savings
T0014605,C00242,21:56.1,1625.73,INR,CARD_POS,kirana,IN,D6045,0,0,none,IN,24,224,savings
T0014606,C00242,59:56.8,712.39,INR,ATM,kirana,IN,D6045,0,0,none,IN,24,224,savings
T0014607,C00242,34:12.8,602.45,INR,UPI,utilities,IN,D6045,0,0,none,IN,24,224,savings
T0014608,C00242,16:04.2,1690.2,INR,CARD_POS,cash,IN,D6864,0,0,none,IN,24,224,savings
T0014609,C00242,24:45.3,1058.24,INR,IMPS,kirana,IN,D6045,0,0,none,IN,24,224,savings
T0014610,C00242,01:00.9,1658.47,INR,UPI,restaurant,IN,D6045,0,0,none,IN,24,224,savings
T0014611,C00242,46:16.1,329.3,INR,CARD_POS,food_delivery,IN,D6045,1,0,none,IN,24,224,savings
T0014612,C00242,10:38.8,1796.84,INR,IMPS,p2p_transfer,IN,D6045,0,0,none,IN,24,224,savings
T0014613,C00242,47:05.0,477.85,INR,UPI,fuel,IN,D6045,1,0,none,IN,24,224,savings
T0014614,C00242,58:41.6,1081.03,INR,ATM,crypto,IN,D6045,0,0,none,IN,24,224,savings
T0014615,C00242,43:38.4,414.08,INR,UPI,kirana,IN,D6045,0,0,none,IN,24,224,savings
T0014616,C00242,39:41.8,274.49,INR,CARD_ONLINE,cash,IN,D6045,0,0,none,IN,24,224,savings
T0014617,C00242,35:03.1,328.25,INR,BRANCH_CASH,kirana,IN,D6045,1,0,none,IN,24,224,savings
T0014618,C00242,36:57.3,1296.24,INR,UPI,utilities,IN,D6045,0,0,none,IN,24,224,savings
T0014619,C00242,40:28.6,691.5,INR,UPI,travel,IN,D6045,1,0,none,IN,24,224,savings
T0014620,C00242,21:24.8,790.37,INR,UPI,cash,IN,D2508,1,0,none,IN,24,224,savings
T0014621,C00242,32:49.5,1668.31,INR,UPI,restaurant,SG,D6045,0,0,none,IN,24,224,savings
T0014622,C00242,34:43.0,414.84,INR,CARD_POS,utilities,IN,D6045,0,0,none,IN,24,224,savings
T0014623,C00242,57:19.4,6646.1,INR,CARD_POS,electronics,IN,D6045,0,0,none,IN,24,224,savings
T0014624,C00242,21:22.2,750.43,INR,NEFT,p2p_transfer,IN,D6045,0,0,none,IN,24,224,savings
T0014625,C00242,57:01.7,2068.33,INR,ATM,cash,IN,D6045,0,0,none,IN,24,224,savings
T0014626,C00242,49:35.0,499.83,INR,BRANCH_CASH,food_delivery,IN,D6045,0,0,none,IN,24,224,savings
T0014627,C00242,33:27.3,188.87,INR,CARD_POS,travel,IN,D6045,0,0,none,IN,24,224,savings
T0014628,C00242,49:54.1,1092.09,INR,CARD_ONLINE,food_delivery,IN,D6495,0,0,none,IN,24,224,savings
T0014629,C00242,37:13.5,630.04,INR,IMPS,utilities,IN,D6045,0,0,none,IN,24,224,savings
T0014630,C00242,15:55.6,863.19,INR,UPI,p2p_transfer,IN,D8827,0,0,none,IN,24,224,savings
T0014631,C00242,27:34.8,790.17,INR,CARD_ONLINE,travel,IN,D6045,0,0,none,IN,24,224,savings
T0014632,C00242,42:37.6,1318.05,INR,UPI,kirana,IN,D1798,0,0,none,IN,24,224,savings
T0014633,C00242,33:17.2,988.79,INR,CARD_ONLINE,mobile_recharge,IN,D6045,0,0,none,IN,24,224,savings
T0014634,C00243,38:31.9,330.16,INR,CARD_POS,restaurant,IN,D4153,0,0,none,IN,53,104,savings
T0014635,C00243,39:54.0,2090.76,INR,UPI,electronics,IN,D4153,0,0,none,IN,53,104,savings
T0014636,C00243,33:07.5,237.12,INR,UPI,p2p_transfer,IN,D4153,0,0,none,IN,53,104,savings
T0014637,C00243,21:36.3,1609.86,INR,IMPS,restaurant,IN,D4153,0,0,none,IN,53,104,savings
T0014638,C00243,52:56.8,473.08,INR,CARD_POS,p2p_transfer,IN,D4153,0,0,none,IN,53,104,savings
T0014639,C00243,58:31.7,322.67,INR,ATM,kirana,IN,D4153,0,0,none,IN,53,104,savings
T0014640,C00243,26:04.3,415.19,INR,UPI,kirana,IN,D4153,0,0,none,IN,53,104,savings
T0014641,C00243,05:53.7,561.53,INR,CARD_ONLINE,food_delivery,IN,D4153,0,0,none,IN,53,104,savings
T0014642,C00243,39:01.5,1133.87,INR,UPI,food_delivery,IN,D4153,1,0,none,IN,53,104,savings
T0014643,C00243,06:37.0,558.51,INR,ATM,kirana,IN,D4153,0,0,none,IN,53,104,savings
T0014644,C00243,43:38.5,1192.42,INR,CARD_ONLINE,travel,IN,D4153,0,0,none,IN,53,104,savings
T0014645,C00243,12:03.0,1303.54,INR,UPI,fuel,IN,D8340,0,0,none,IN,53,104,savings
T0014646,C00243,00:40.1,1071.54,INR,NEFT,p2p_transfer,IN,D4153,0,0,none,IN,53,104,savings
T0014647,C00243,43:39.5,455.08,INR,IMPS,kirana,AE,D0215,0,0,none,IN,53,104,savings
T0014648,C00243,44:18.6,1239.87,INR,ATM,mobile_recharge,IN,D4153,1,0,none,IN,53,104,savings
T0014649,C00243,59:53.1,1473.4,INR,IMPS,mobile_recharge,IN,D4153,0,0,none,IN,53,104,savings
T0014650,C00243,13:18.1,838.94,INR,CARD_ONLINE,p2p_transfer,IN,D4153,0,0,none,IN,53,104,savings
T0014651,C00243,21:16.3,714.14,INR,CARD_ONLINE,cash,AE,D4153,0,0,none,IN,53,104,savings
T0014652,C00243,58:36.7,1419.57,INR,IMPS,kirana,IN,D4153,0,0,none,IN,53,104,savings
T0014653,C00243,13:43.9,621.5,INR,UPI,utilities,IN,D4153,0,0,none,IN,53,104,savings
T0014654,C00243,39:17.0,1195.58,INR,UPI,utilities,IN,D4153,0,0,none,IN,53,104,savings
T0014655,C00243,01:38.6,1971.24,INR,UPI,electronics,IN,D4153,0,0,none,IN,53,104,savings
T0014656,C00243,44:57.2,2388.87,INR,UPI,kirana,IN,D4153,0,0,none,IN,53,104,savings
T0014657,C00243,19:24.4,1538.74,INR,CARD_POS,fuel,IN,D4153,0,0,none,IN,53,104,savings
T0014658,C00243,52:54.5,280.26,INR,NEFT,kirana,IN,D4153,0,0,none,IN,53,104,savings
T0014659,C00243,41:03.4,210.21,INR,UPI,kirana,IN,D4153,0,0,none,IN,53,104,savings
T0014660,C00243,50:17.6,1500.69,INR,UPI,kirana,IN,D4153,1,0,none,IN,53,104,savings
T0014661,C00243,53:43.8,709.06,INR,UPI,p2p_transfer,IN,D4153,0,0,none,IN,53,104,savings
T0014662,C00243,46:15.8,1380.4,INR,CARD_POS,utilities,IN,D4153,0,0,none,IN,53,104,savings
T0014663,C00243,50:44.9,2128,INR,UPI,travel,GB,D4153,0,0,none,IN,53,104,savings
T0014664,C00244,32:44.0,152.55,INR,UPI,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014665,C00244,47:54.7,283.25,INR,ATM,food_delivery,IN,D2938,0,0,none,IN,52,34,savings
T0014666,C00244,37:05.6,259.35,INR,CARD_POS,p2p_transfer,IN,D2938,0,0,none,IN,52,34,savings
T0014667,C00244,59:19.9,54.55,INR,CARD_ONLINE,utilities,IN,D2938,0,0,none,IN,52,34,savings
T0014668,C00244,03:02.7,40.35,INR,CARD_ONLINE,fuel,IN,D2938,0,0,none,IN,52,34,savings
T0014669,C00244,24:32.9,103.16,INR,UPI,crypto,IN,D2938,0,0,none,IN,52,34,savings
T0014670,C00244,25:39.3,267.47,INR,UPI,utilities,IN,D6029,0,0,none,IN,52,34,savings
T0014671,C00244,42:35.2,108.51,INR,UPI,p2p_transfer,IN,D2938,1,0,none,IN,52,34,savings
T0014672,C00244,44:00.7,104.24,INR,ATM,food_delivery,IN,D1775,0,0,none,IN,52,34,savings
T0014673,C00244,12:31.9,1034.66,INR,UPI,restaurant,IN,D2784,1,0,none,IN,52,34,savings
T0014674,C00244,31:02.1,73.56,INR,NEFT,fuel,IN,D2938,0,0,none,IN,52,34,savings
T0014675,C00244,20:48.0,351.21,INR,ATM,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014676,C00244,05:09.4,62.33,INR,UPI,kirana,IN,D9438,0,0,none,IN,52,34,savings
T0014677,C00244,51:28.7,202.27,INR,UPI,restaurant,IN,D2938,0,0,none,IN,52,34,savings
T0014678,C00244,08:38.3,74.88,INR,UPI,utilities,AE,D2938,0,0,none,IN,52,34,savings
T0014679,C00244,48:57.0,253.46,INR,IMPS,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014680,C00244,49:17.5,256.3,INR,IMPS,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014681,C00244,41:31.0,750.65,INR,CARD_POS,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014682,C00244,20:10.8,4129.28,INR,CARD_POS,gold_jewellery,IN,D2938,0,0,none,IN,52,34,savings
T0014683,C00244,19:03.8,206.54,INR,BRANCH_CASH,p2p_transfer,IN,D2938,0,0,none,IN,52,34,savings
T0014684,C00244,51:40.2,180.6,INR,UPI,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014685,C00244,21:31.8,215.39,INR,ATM,p2p_transfer,HK,D2938,0,0,none,IN,52,34,savings
T0014686,C00244,59:45.2,361.54,INR,UPI,mobile_recharge,IN,D1938,0,0,none,IN,52,34,savings
T0014687,C00244,36:17.7,359.23,INR,ATM,fuel,IN,D2938,0,0,none,IN,52,34,savings
T0014688,C00244,48:50.7,180.3,INR,UPI,cash,IN,D2938,0,0,none,IN,52,34,savings
T0014689,C00244,20:24.6,641.8,INR,CARD_ONLINE,gaming,IN,D2938,0,0,none,IN,52,34,savings
T0014690,C00244,52:51.8,413.24,INR,UPI,p2p_transfer,IN,D2938,0,0,none,IN,52,34,savings
T0014691,C00244,32:38.2,654.99,INR,UPI,food_delivery,IN,D9005,0,0,none,IN,52,34,savings
T0014692,C00244,07:56.8,449.36,INR,UPI,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014693,C00244,08:32.3,949.62,INR,UPI,p2p_transfer,IN,D2938,0,0,none,IN,52,34,savings
T0014694,C00244,00:17.2,25.02,INR,CARD_ONLINE,restaurant,IN,D2938,0,0,none,IN,52,34,savings
T0014695,C00244,39:45.8,104.47,INR,CARD_POS,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014696,C00244,43:59.6,48.93,INR,BRANCH_CASH,mobile_recharge,IN,D2938,0,0,none,IN,52,34,savings
T0014697,C00244,44:35.6,56.76,INR,UPI,electronics,IN,D2938,0,0,none,IN,52,34,savings
T0014698,C00244,30:49.3,135.7,INR,IMPS,restaurant,IN,D4789,0,0,none,IN,52,34,savings
T0014699,C00244,13:10.1,513.87,INR,UPI,utilities,IN,D2938,1,0,none,IN,52,34,savings
T0014700,C00244,02:11.0,231.43,INR,IMPS,fuel,IN,D2938,0,0,none,IN,52,34,savings
T0014701,C00244,45:43.3,32.22,INR,ATM,cash,IN,D2938,0,0,none,IN,52,34,savings
T0014702,C00244,38:11.3,146.8,INR,CARD_ONLINE,restaurant,IN,D2938,0,0,none,IN,52,34,savings
T0014703,C00244,16:57.2,148.67,INR,UPI,travel,IN,D2938,0,0,none,IN,52,34,savings
T0014704,C00244,31:11.9,408.39,INR,UPI,mobile_recharge,IN,D2938,1,0,none,IN,52,34,savings
T0014705,C00244,25:29.0,113.03,INR,UPI,restaurant,IN,D2938,0,0,none,IN,52,34,savings
T0014706,C00244,57:16.0,270.2,INR,UPI,p2p_transfer,IN,D2938,1,0,none,IN,52,34,savings
T0014707,C00244,21:34.2,3706.03,INR,IMPS,travel,IN,D2938,0,0,none,IN,52,34,savings
T0014708,C00244,49:41.7,235.24,INR,CARD_ONLINE,restaurant,NG,D2938,0,0,none,IN,52,34,savings
T0014709,C00244,54:20.4,137.17,INR,CARD_POS,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014710,C00244,15:33.6,254.96,INR,UPI,electronics,IN,D2938,0,0,none,IN,52,34,savings
T0014711,C00244,55:15.1,230.34,INR,CARD_POS,electronics,IN,D2938,0,0,none,IN,52,34,savings
T0014712,C00244,08:41.6,140.53,INR,CARD_ONLINE,restaurant,IN,D7833,0,0,none,IN,52,34,savings
T0014713,C00244,26:12.7,260.99,INR,UPI,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014714,C00244,24:08.7,99.29,INR,CARD_POS,gold_jewellery,IN,D2938,0,0,none,IN,52,34,savings
T0014715,C00244,09:31.3,630.71,INR,CARD_POS,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014716,C00244,41:43.8,162.9,INR,CARD_ONLINE,utilities,IN,D3670,1,0,none,IN,52,34,savings
T0014717,C00244,04:21.9,716.42,INR,UPI,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014718,C00244,57:00.2,48.15,INR,CARD_POS,food_delivery,IN,D2938,0,0,none,IN,52,34,savings
T0014719,C00244,35:03.9,307.01,INR,UPI,fuel,IN,D2938,1,0,none,IN,52,34,savings
T0014720,C00244,43:49.3,167.42,INR,UPI,gaming,IN,D2938,0,0,none,IN,52,34,savings
T0014721,C00244,48:20.8,32.55,INR,UPI,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014722,C00244,54:51.9,371.85,INR,CARD_ONLINE,fuel,IN,D2938,0,0,none,IN,52,34,savings
T0014723,C00244,22:44.6,283.59,INR,CARD_POS,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014724,C00244,49:20.2,480.58,INR,UPI,travel,IN,D2938,0,0,none,IN,52,34,savings
T0014725,C00244,19:51.0,208.66,INR,ATM,restaurant,IN,D2938,0,0,none,IN,52,34,savings
T0014726,C00244,50:02.8,270.41,INR,UPI,food_delivery,IN,D1114,0,0,none,IN,52,34,savings
T0014727,C00244,09:25.1,753.18,INR,UPI,cash,IN,D2938,0,0,none,IN,52,34,savings
T0014728,C00244,18:09.0,3655.52,INR,IMPS,utilities,IN,D2938,1,0,none,IN,52,34,savings
T0014729,C00244,13:54.3,366.61,INR,CARD_ONLINE,p2p_transfer,IN,D2938,0,0,none,IN,52,34,savings
T0014730,C00244,54:11.7,109.03,INR,UPI,fuel,RU,D2938,0,0,none,IN,52,34,savings
T0014731,C00244,40:46.8,4464.4,INR,CARD_ONLINE,electronics,IN,D2938,0,0,none,IN,52,34,savings
T0014732,C00244,13:32.1,245.44,INR,UPI,restaurant,IN,D2938,0,0,none,IN,52,34,savings
T0014733,C00244,47:16.0,346.35,INR,CARD_POS,p2p_transfer,IN,D2938,0,0,none,IN,52,34,savings
T0014734,C00244,44:52.8,851.6,INR,CARD_ONLINE,kirana,IN,D2938,0,0,none,IN,52,34,savings
T0014735,C00244,32:32.6,69.38,INR,UPI,travel,IN,D2938,0,0,none,IN,52,34,savings
T0014736,C00244,33:13.6,234.73,INR,CARD_POS,fuel,IN,D2938,0,0,none,IN,52,34,savings
T0014737,C00244,06:22.1,101.06,INR,CARD_POS,restaurant,IN,D2938,0,0,none,IN,52,34,savings
T0014738,C00245,54:12.2,201.84,INR,CARD_POS,cash,IN,D6945,0,0,none,IN,23,9,current
T0014739,C00245,46:11.5,152.22,INR,UPI,food_delivery,IN,D6945,0,0,none,IN,23,9,current
T0014740,C00245,51:05.9,494.46,INR,BRANCH_CASH,p2p_transfer,IN,D6945,0,0,none,IN,23,9,current
T0014741,C00245,33:58.6,840.03,INR,ATM,kirana,IN,D6727,0,0,none,IN,23,9,current
T0014742,C00245,06:46.0,263.54,INR,BRANCH_CASH,kirana,IN,D6945,0,0,none,IN,23,9,current
T0014743,C00245,50:32.4,153.84,INR,CARD_POS,p2p_transfer,IN,D0562,0,0,none,IN,23,9,current
T0014744,C00245,31:44.4,326.38,INR,UPI,mobile_recharge,IN,D6945,0,0,none,IN,23,9,current
T0014745,C00245,12:21.0,468.78,INR,UPI,utilities,IN,D6945,1,0,none,IN,23,9,current
T0014746,C00245,26:19.3,554.16,INR,UPI,p2p_transfer,IN,D1549,0,0,none,IN,23,9,current
T0014747,C00245,48:41.3,189.49,INR,NEFT,utilities,IN,D6945,0,0,none,IN,23,9,current
T0014748,C00245,06:55.4,332.72,INR,IMPS,kirana,IN,D6945,0,0,none,IN,23,9,current
T0014749,C00245,16:25.9,383.74,INR,CARD_POS,food_delivery,IN,D6945,0,0,none,IN,23,9,current
T0014750,C00245,29:21.5,209.71,INR,UPI,fuel,IN,D6945,1,0,none,IN,23,9,current
T0014751,C00245,45:33.0,323.63,INR,NEFT,kirana,IN,D6945,0,0,none,IN,23,9,current
T0014752,C00245,59:03.0,175.2,INR,UPI,utilities,IN,D6945,0,0,none,IN,23,9,current
T0014753,C00245,30:08.9,465.14,INR,UPI,restaurant,IN,D6945,0,0,none,IN,23,9,current
T0014754,C00245,59:48.8,442.46,INR,ATM,restaurant,IN,D6945,0,0,none,IN,23,9,current
T0014755,C00245,53:31.4,293.9,INR,UPI,mobile_recharge,IN,D6945,1,0,none,IN,23,9,current
T0014756,C00245,40:30.4,593.26,INR,IMPS,utilities,IN,D6945,0,0,none,IN,23,9,current
T0014757,C00245,58:32.8,420.39,INR,UPI,p2p_transfer,IN,D8398,0,0,none,IN,23,9,current
T0014758,C00245,53:21.3,69.09,INR,ATM,kirana,IN,D6945,0,0,none,IN,23,9,current
T0014759,C00245,31:14.8,126.28,INR,UPI,food_delivery,GB,D6945,0,0,none,IN,23,9,current
T0014760,C00245,37:50.1,256.65,INR,NEFT,p2p_transfer,IN,D6945,0,0,none,IN,23,9,current
T0014761,C00245,57:25.4,2119.97,INR,ATM,mobile_recharge,IN,D6945,0,0,none,IN,23,9,current
T0014762,C00245,12:43.1,335.44,INR,CARD_ONLINE,utilities,IN,D6945,0,0,none,IN,23,9,current
T0014763,C00245,16:45.7,281.49,INR,BRANCH_CASH,utilities,IN,D6945,0,0,none,IN,23,9,current
T0014764,C00245,41:37.3,123.87,INR,UPI,crypto,IN,D6165,0,0,none,IN,23,9,current
T0014765,C00245,58:35.0,59.18,INR,IMPS,food_delivery,IN,D6945,0,0,none,IN,23,9,current
T0014766,C00245,10:50.2,467.84,INR,IMPS,p2p_transfer,IN,D6945,0,0,none,IN,23,9,current
T0014767,C00245,37:04.1,325.76,INR,CARD_POS,kirana,IN,D6945,0,0,none,IN,23,9,current
T0014768,C00245,33:57.9,453.99,INR,UPI,food_delivery,NG,D6945,0,0,none,IN,23,9,current
T0014769,C00245,10:19.5,642.04,INR,CARD_POS,kirana,NG,D6945,0,0,none,IN,23,9,current
T0014770,C00245,06:15.4,286.1,INR,UPI,electronics,NG,D6945,1,0,none,IN,23,9,current
T0014771,C00245,23:05.7,5286.82,INR,IMPS,travel,NG,D6945,0,0,none,IN,23,9,current
T0014772,C00246,34:42.7,565.34,INR,NEFT,fuel,IN,D0998,0,0,none,IN,59,225,salary
T0014773,C00246,16:18.6,507.71,INR,ATM,kirana,IN,D0998,1,0,none,IN,59,225,salary
T0014774,C00246,14:50.3,1077.36,INR,ATM,p2p_transfer,IN,D0998,0,0,none,IN,59,225,salary
T0014775,C00246,39:08.3,735.03,INR,UPI,travel,IN,D0998,1,0,none,IN,59,225,salary
T0014776,C00246,11:04.5,698.04,INR,CARD_POS,restaurant,IN,D8523,0,0,none,IN,59,225,salary
T0014777,C00246,16:53.2,1749.07,INR,UPI,utilities,IN,D0998,0,0,none,IN,59,225,salary
T0014778,C00246,29:19.7,661.02,INR,UPI,cash,IN,D0998,0,0,none,IN,59,225,salary
T0014779,C00246,10:06.1,1613.55,INR,UPI,mobile_recharge,IN,D0998,0,0,none,IN,59,225,salary
T0014780,C00246,21:37.9,262.35,INR,CARD_ONLINE,travel,IN,D0998,0,0,none,IN,59,225,salary
T0014781,C00246,40:39.3,421.57,INR,NEFT,utilities,IN,D0998,0,0,none,IN,59,225,salary
T0014782,C00246,00:51.9,318.97,INR,UPI,restaurant,IN,D0998,1,0,none,IN,59,225,salary
T0014783,C00246,24:04.0,621.68,INR,UPI,p2p_transfer,IN,D0998,0,0,none,IN,59,225,salary
T0014784,C00246,54:01.7,109866.42,INR,BRANCH_CASH,cash,IN,D0998,0,0,none,IN,59,225,salary
T0014785,C00246,06:28.0,732.1,INR,ATM,cash,IN,D0998,0,0,none,IN,59,225,salary
T0014786,C00246,43:29.7,2910.38,INR,ATM,p2p_transfer,IN,D5391,0,0,none,IN,59,225,salary
T0014787,C00246,02:56.5,891.98,INR,UPI,kirana,US,D0998,0,0,none,IN,59,225,salary
T0014788,C00246,42:23.3,1120.54,INR,IMPS,travel,IN,D0998,0,0,none,IN,59,225,salary
T0014789,C00246,53:06.4,1102.57,INR,CARD_ONLINE,fuel,IN,D0998,0,0,none,IN,59,225,salary
T0014790,C00246,22:28.0,938.78,INR,UPI,crypto,IN,D0998,0,0,none,IN,59,225,salary
T0014791,C00246,12:28.0,1121.57,INR,UPI,p2p_transfer,IN,D5913,0,0,none,IN,59,225,salary
T0014792,C00246,31:42.5,194.84,INR,UPI,utilities,IN,D0600,1,0,none,IN,59,225,salary
T0014793,C00246,15:09.3,1387.8,INR,UPI,restaurant,IN,D0998,0,0,none,IN,59,225,salary
T0014794,C00246,40:40.7,1160.58,INR,CARD_POS,p2p_transfer,HK,D0998,0,0,none,IN,59,225,salary
T0014795,C00246,14:01.3,4901.09,INR,CARD_POS,restaurant,IN,D0998,0,0,none,IN,59,225,salary
T0014796,C00246,53:43.1,3778.65,INR,NEFT,utilities,IN,D0998,0,0,none,IN,59,225,salary
T0014797,C00246,22:33.9,771.55,INR,CARD_POS,restaurant,IN,D0998,0,0,none,IN,59,225,salary
T0014798,C00246,00:54.6,5867.8,INR,NEFT,fuel,IN,D0998,0,0,none,IN,59,225,salary
T0014799,C00246,35:51.5,573.94,INR,BRANCH_CASH,cash,IN,D0998,0,0,none,IN,59,225,salary
T0014800,C00246,35:03.0,819.6,INR,CARD_ONLINE,kirana,IN,D3579,0,0,none,IN,59,225,salary
T0014801,C00246,59:49.4,713.88,INR,UPI,p2p_transfer,IN,D0998,0,0,none,IN,59,225,salary
T0014802,C00246,43:18.0,1083.98,INR,UPI,cash,IN,D7629,0,0,none,IN,59,225,salary
T0014803,C00246,52:23.9,419.25,INR,UPI,utilities,IN,D0998,1,0,none,IN,59,225,salary
T0014804,C00246,38:30.7,5214.24,INR,BRANCH_CASH,kirana,IN,D0998,0,0,none,IN,59,225,salary
T0014805,C00246,30:54.6,312.51,INR,IMPS,cash,IN,D0998,0,0,none,IN,59,225,salary
T0014806,C00246,39:43.3,1552.48,INR,UPI,kirana,IN,D0998,0,0,none,IN,59,225,salary
T0014807,C00246,03:41.3,549.44,INR,UPI,food_delivery,IN,D0998,0,0,none,IN,59,225,salary
T0014808,C00246,25:17.7,65595.36,INR,ATM,cash,IN,D4146,0,0,none,IN,59,225,salary
T0014809,C00246,25:38.6,429.95,INR,UPI,electronics,IN,D0998,0,0,none,IN,59,225,salary
T0014810,C00246,55:00.7,1617.5,INR,ATM,kirana,IN,D0998,1,0,none,IN,59,225,salary
T0014811,C00247,04:35.0,833.21,INR,UPI,p2p_transfer,IN,D5496,0,0,none,IN,41,230,savings
T0014812,C00247,31:02.6,1131.06,INR,UPI,utilities,IN,D5496,0,0,none,IN,41,230,savings
T0014813,C00247,32:54.0,131.77,INR,UPI,cash,GB,D5496,0,0,none,IN,41,230,savings
T0014814,C00247,29:03.6,967.6,INR,BRANCH_CASH,utilities,IN,D5496,0,0,none,IN,41,230,savings
T0014815,C00247,44:57.8,1219.27,INR,IMPS,cash,IN,D5496,0,0,none,IN,41,230,savings
T0014816,C00247,52:32.6,818.73,INR,UPI,fuel,IN,D5496,0,0,none,IN,41,230,savings
T0014817,C00247,11:36.4,282.01,INR,UPI,mobile_recharge,IN,D5496,0,0,none,IN,41,230,savings
T0014818,C00247,16:34.5,1189.53,INR,IMPS,restaurant,IN,D5496,0,0,none,IN,41,230,savings
T0014819,C00247,05:37.7,523.77,INR,CARD_ONLINE,fuel,IN,D5496,0,0,none,IN,41,230,savings
T0014820,C00247,15:31.6,784.35,INR,CARD_ONLINE,crypto,IN,D3156,0,0,none,IN,41,230,savings
T0014821,C00247,12:44.0,465.62,INR,CARD_POS,travel,IN,D5496,0,0,none,IN,41,230,savings
T0014822,C00247,56:11.8,309.17,INR,CARD_POS,food_delivery,IN,D5496,0,0,none,IN,41,230,savings
T0014823,C00247,34:18.6,233.67,INR,UPI,fuel,IN,D5496,0,0,none,IN,41,230,savings
T0014824,C00247,54:23.7,201.21,INR,UPI,restaurant,IN,D3855,0,0,none,IN,41,230,savings
T0014825,C00247,26:42.2,2033.52,INR,NEFT,utilities,IN,D8470,0,0,none,IN,41,230,savings
T0014826,C00247,18:44.8,842.46,INR,CARD_ONLINE,restaurant,IN,D5496,0,0,none,IN,41,230,savings
T0014827,C00247,24:40.5,992.49,INR,CARD_POS,kirana,IN,D1452,1,0,none,IN,41,230,savings
T0014828,C00247,12:48.4,753.97,INR,UPI,kirana,IN,D5496,0,0,none,IN,41,230,savings
T0014829,C00247,23:22.0,321.35,INR,BRANCH_CASH,cash,IN,D4007,1,0,none,IN,41,230,savings
T0014830,C00247,19:54.9,912.09,INR,CARD_ONLINE,food_delivery,IN,D5496,0,0,none,IN,41,230,savings
T0014831,C00247,50:48.7,771.75,INR,CARD_POS,mobile_recharge,NG,D5496,0,0,none,IN,41,230,savings
T0014832,C00247,05:59.9,1081.69,INR,UPI,kirana,NG,D5496,0,0,none,IN,41,230,savings
T0014833,C00247,26:49.7,2294.16,INR,UPI,p2p_transfer,NG,D5496,0,0,none,IN,41,230,savings
T0014834,C00247,07:21.2,2246.38,INR,ATM,fuel,NG,D5496,0,0,none,IN,41,230,savings
T0014835,C00247,23:35.1,171.4,INR,CARD_ONLINE,cash,NG,D5496,0,0,none,IN,41,230,savings
